type;id;time;A;D;latitude;longitude;altitude;speed;distance;distance_interval;name;stop;stop id;stop time;arrival;departure
T;263;15:09:03;15:09:03;15:09:03;51,05356216;13,72917843;116;12,5;3182,00;17,3;Lazslo;0;;0:00:00;0:20:49;0:20:49
T;264;15:09:04;15:09:04;15:09:04;51,05354691;13,72922039;115,5;12,2;3185,40;3,4;Lazslo;0;;0:00:00;0:20:50;0:20:50
T;265;15:09:09;15:09:09;15:09:09;51,05341339;13,72933102;112,6;12,1;3202,20;16,8;Lazslo;0;;0:00:00;0:20:55;0:20:55
T;266;15:09:15;15:09:15;15:09:15;51,05323029;13,72943401;111,7;13;3223,80;21,6;Lazslo;0;;0:00:00;0:21:01;0:21:01
T;267;15:09:20;15:09:20;15:09:20;51,05310059;13,7295208;109,2;11,3;3239,50;15,7;Lazslo;0;;0:00:00;0:21:06;0:21:06
T;268;15:09:25;15:09:25;15:09:25;51,05297852;13,72959614;112,1;10,5;3254,00;14,5;Lazslo;0;;0:00:00;0:21:11;0:21:11
T;269;15:09:28;15:09:28;15:09:28;51,05291367;13,72965145;113,1;9,8;3262,20;8,2;Lazslo;0;;0:00:00;0:21:14;0:21:14
T;270;15:09:33;15:09:33;15:09:33;51,05289841;13,72983265;112,1;9,2;3275,00;12,8;Lazslo;0;;0:00:00;0:21:19;0:21:19
T;271;15:09:35;15:09:35;15:09:35;51,05292511;13,72989655;111,2;9,7;3280,40;5,4;Lazslo;0;;0:00:00;0:21:21;0:21:21
T;272;15:09:41;15:09:41;15:09:41;51,05300522;13,73011112;109,7;10,5;3297,90;17,5;Lazslo;0;;0:00:00;0:21:27;0:21:27
T;273;15:09:46;15:09:46;15:09:46;51,05306625;13,73029709;109,7;10,6;3312,60;14,7;Lazslo;0;;0:00:00;0:21:32;0:21:32
T;274;15:09:50;15:09:50;15:09:50;51,05311966;13,73042965;110,2;9,9;3323,60;11;Lazslo;0;;0:00:00;0:21:36;0:21:36
T;275;15:09:55;15:09:55;15:09:55;51,05319977;13,73059845;110,7;10,6;3338,50;14,9;Lazslo;0;;0:00:00;0:21:41;0:21:41
T;276;15:10:00;15:10:00;15:10:00;51,05326462;13,73074818;112,1;9,2;3351,20;12,7;Lazslo;0;;0:00:00;0:21:46;0:21:46
T;277;15:10:05;15:10:05;15:10:05;51,05330658;13,73090267;111,2;8,5;3363,00;11,8;Lazslo;0;;0:00:00;0:21:51;0:21:51
T;278;15:10:10;15:10:10;15:10:10;51,0533371;13,73105335;110,2;8;3374,10;11,1;Lazslo;0;;0:00:00;0:21:56;0:21:56
T;279;15:10:13;15:10:13;15:10:13;51,05337143;13,73113155;109,7;8;3380,80;6,7;Lazslo;0;;0:00:00;0:21:59;0:21:59
T;280;15:10:19;15:10:19;15:10:19;51,05352402;13,73115063;111,7;10,2;3397,80;17;Lazslo;0;;0:00:00;0:22:05;0:22:05
T;281;15:10:24;15:10:24;15:10:24;51,05363083;13,73119068;113,1;8,8;3410,00;12,2;Lazslo;0;;0:00:00;0:22:10;0:22:10
T;282;15:10:25;15:10:25;15:10:25;51,05364609;13,73118973;113,6;6,1;3411,70;1,7;Lazslo;0;;0:00:00;0:22:11;0:22:11
T;283;15:10:29;15:10:29;15:10:29;51,05370331;13,73128128;112,6;8,1;3420,70;9;Lazslo;0;;0:00:00;0:22:15;0:22:15
T;284;15:10:34;15:10:34;15:10:34;51,05379486;13,7312851;111,7;7,3;3430,90;10,2;Lazslo;0;;0:00:00;0:22:20;0:22:20
T;285;15:10:36;15:10:36;15:10:36;51,05384064;13,73124886;111,7;10,2;3436,60;5,7;Lazslo;0;;0:00:00;0:22:22;0:22:22
T;286;15:10:42;15:10:42;15:10:42;51,05394363;13,73123646;116,5;6,9;3448,10;11,5;Lazslo;0;;0:00:00;0:22:28;0:22:28
T;287;15:10:43;15:10:43;15:10:43;51,05395126;13,73122978;116,5;3,5;3449,10;1;Lazslo;0;;0:00:00;0:22:29;0:22:29
T;288;15:10:47;15:10:47;15:10:47;51,05399704;13,73124313;116,5;4,7;3454,30;5,2;Lazslo;0;;0:00:00;0:22:33;0:22:33
T;289;15:10:52;15:10:52;15:10:52;51,054142;13,73126221;119,3;11,6;3470,40;16,1;Lazslo;0;;0:00:00;0:22:38;0:22:38
T;290;15:10:57;15:10:57;15:10:57;51,05427551;13,7313261;117,9;11,2;3486,00;15,6;Lazslo;0;;0:00:00;0:22:43;0:22:43
T;291;15:11:02;15:11:02;15:11:02;51,05439758;13,73139;118,4;10,3;3500,30;14,3;Lazslo;0;;0:00:00;0:22:48;0:22:48
T;292;15:11:09;15:11:09;15:11:09;51,05452347;13,73159027;113,6;10,2;3520,10;19,8;Lazslo;0;;0:00:00;0:22:55;0:22:55
T;293;15:11:13;15:11:13;15:11:13;51,05456543;13,73174;112,1;10,3;3531,60;11,5;Lazslo;0;;0:00:00;0:22:59;0:22:59
T;294;15:11:18;15:11:18;15:11:18;51,05466843;13,73193359;115;12,8;3549,30;17,7;Lazslo;0;;0:00:00;0:23:04;0:23:04
T;295;15:11:23;15:11:23;15:11:23;51,05472565;13,73210144;113,6;9,6;3562,70;13,4;Lazslo;0;;0:00:00;0:23:09;0:23:09
T;296;15:11:30;15:11:30;15:11:30;51,05475235;13,73234177;111,2;8,8;3579,80;17,1;Lazslo;0;;0:00:00;0:23:16;0:23:16
T;297;15:11:35;15:11:35;15:11:35;51,05477142;13,73251247;111,7;8,7;3592,00;12,2;Lazslo;0;;0:00:00;0:23:21;0:23:21
T;298;15:11:40;15:11:40;15:11:40;51,05476761;13,73267937;111,2;8,4;3603,70;11,7;Lazslo;0;;0:00:00;0:23:26;0:23:26
T;299;15:11:47;15:11:47;15:11:47;51,05476379;13,73291969;111,2;8,6;3620,60;16,9;Lazslo;0;;0:00:00;0:23:33;0:23:33
T;300;15:11:51;15:11:51;15:11:51;51,05474854;13,7330761;112,1;10;3631,70;11,1;Lazslo;0;;0:00:00;0:23:37;0:23:37
T;301;15:11:52;15:11:52;15:11:52;51,05474472;13,73311806;112,1;10,7;3634,60;2,9;Lazslo;0;;0:00:00;0:23:38;0:23:38
T;302;15:11:56;15:11:56;15:11:56;51,05468369;13,73322296;110,2;9;3644,60;10;Lazslo;0;;0:00:00;0:23:42;0:23:42
T;303;15:12:04;15:12:04;15:12:04;51,05453873;13,73338604;108,3;8,9;3664,40;19,8;Lazslo;0;;0:00:00;0:23:50;0:23:50
T;304;15:12:10;15:12:10;15:12:10;51,05441284;13,73348999;108,3;9,5;3680,20;15,8;Lazslo;0;;0:00:00;0:23:56;0:23:56
T;305;15:12:15;15:12:15;15:12:15;51,05433273;13,73354244;106,4;6,9;3689,80;9,6;Lazslo;0;;0:00:00;0:24:01;0:24:01
T;306;15:12:20;15:12:20;15:12:20;51,05429077;13,73357391;106,4;3,7;3695,00;5,2;Lazslo;0;;0:00:00;0:24:06;0:24:06
T;307;15:12:26;15:12:26;15:12:26;51,05419922;13,7336216;104;6,4;3705,70;10,7;Lazslo;0;;0:00:00;0:24:12;0:24:12
T;308;15:12:29;15:12:29;15:12:29;51,05418015;13,73373222;102;9,6;3713,80;8,1;Lazslo;0;;0:00:00;0:24:15;0:24:15
T;309;15:12:36;15:12:36;15:12:36;51,05410004;13,73376942;102,5;4,8;3723,00;9,2;Lazslo;0;;0:00:00;0:24:22;0:24:22
T;310;15:12:37;15:12:37;15:12:37;51,05409241;13,73377037;102;3,1;3723,90;0,9;Lazslo;0;;0:00:00;0:24:23;0:24:23
T;311;15:12:40;15:12:40;15:12:40;51,05405045;13,73371124;107,3;7,5;3730,10;6,2;Lazslo;0;;0:00:00;0:24:26;0:24:26
T;312;15:12:43;15:12:43;15:12:43;51,05403519;13,73359776;110,2;9,7;3738,30;8,2;Lazslo;0;;0:00:00;0:24:29;0:24:29
T;313;15:12:45;15:12:45;15:12:45;51,05402756;13,73356152;113,1;4,8;3741,00;2,7;Lazslo;0;;0:00:00;0:24:31;0:24:31
T;314;15:12:51;15:12:51;15:12:51;51,05398941;13,7334671;116,9;4,7;3748,80;7,8;Lazslo;0;;0:00:00;0:24:37;0:24:37
T;315;15:12:59;15:12:59;15:12:59;51,05394363;13,73331451;116,9;5,3;3760,70;11,9;Lazslo;0;;0:00:00;0:24:45;0:24:45
T;316;15:13:00;15:13:00;15:13:00;51,05393982;13,73329544;116,9;5;3762,10;1,4;Lazslo;0;;0:00:00;0:24:46;0:24:46
T;317;15:13:05;15:13:05;15:13:05;51,05392456;13,73326778;115;1,9;3764,70;2,6;Lazslo;0;;0:00:00;0:24:51;0:24:51
T;318;15:13:13;15:13:13;15:13:13;51,05395126;13,73342705;113,1;5,2;3776,20;11,5;Lazslo;0;;0:00:00;0:24:59;0:24:59
T;319;15:13:18;15:13:18;15:13:18;51,05401993;13,73359394;113,6;10;3790,20;14;Lazslo;0;;0:00:00;0:25:04;0:25:04
T;320;15:13:23;15:13:23;15:13:23;51,05408859;13,7337904;111,7;11,3;3805,90;15,7;Lazslo;0;;0:00:00;0:25:09;0:25:09
T;321;15:13:28;15:13:28;15:13:28;51,05415726;13,73400211;111,2;12;3822,60;16,7;Lazslo;0;;0:00:00;0:25:14;0:25:14
T;322;15:13:33;15:13:33;15:13:33;51,0543251;13,73418427;111,7;16,3;3845,20;22,6;Lazslo;0;;0:00:00;0:25:19;0:25:19
T;323;15:13:38;15:13:38;15:13:38;51,05449677;13,73429298;112,6;14,8;3865,80;20,6;Lazslo;0;;0:00:00;0:25:24;0:25:24
T;324;15:13:41;15:13:41;15:13:41;51,05455017;13,73437977;114,1;10,2;3874,30;8,5;Lazslo;0;;0:00:00;0:25:27;0:25:27
T;325;15:13:46;15:13:46;15:13:46;51,05467987;13,73445892;114,5;11,1;3889,80;15,5;Lazslo;0;;0:00:00;0:25:32;0:25:32
T;326;15:13:51;15:13:51;15:13:51;51,05480194;13,73460484;114,1;12,2;3906,80;17;Lazslo;0;;0:00:00;0:25:37;0:25:37
T;327;15:13:55;15:13:55;15:13:55;51,05486679;13,734725;118,9;10;3917,90;11,1;Lazslo;0;;0:00:00;0:25:41;0:25:41
T;328;15:14:01;15:14:01;15:14:01;51,05497742;13,7349596;117,9;12,3;3938,40;20,5;Lazslo;0;;0:00:00;0:25:47;0:25:47
T;329;15:14:06;15:14:06;15:14:06;51,05503845;13,73511887;117,9;9,4;3951,50;13,1;Lazslo;0;;0:00:00;0:25:52;0:25:52
T;330;15:14:07;15:14:07;15:14:07;51,05505371;13,7351265;117,9;6,4;3953,30;1,8;Lazslo;0;;0:00:00;0:25:53;0:25:53
T;331;15:14:11;15:14:11;15:14:11;51,05510712;13,73511028;121,7;5,4;3959,30;6;Lazslo;0;;0:00:00;0:25:57;0:25:57
T;332;15:14:13;15:14:13;15:14:13;51,05510712;13,73510361;121,7;0,8;3959,80;0,5;Lazslo;0;;0:00:00;0:25:59;0:25:59
T;333;15:14:17;15:14:17;15:14:17;51,05513763;13,73517036;118,9;5,2;3965,60;5,8;Lazslo;0;;0:00:00;0:26:03;0:26:03
T;334;15:14:22;15:14:22;15:14:22;51,055233;13,73518467;116;7,7;3976,20;10,6;Lazslo;0;;0:00:00;0:26:08;0:26:08
T;335;15:14:27;15:14:27;15:14:27;51,055336;13,73516083;116,5;8,3;3987,80;11,6;Lazslo;0;;0:00:00;0:26:13;0:26:13
T;336;15:14:31;15:14:31;15:14:31;51,05537796;13,73518944;112,6;4,6;3992,90;5,1;Lazslo;0;;0:00:00;0:26:17;0:26:17
T;337;15:14:33;15:14:32;15:14:34;51,05538559;13,73522663;112,1;0;3995,60;2,7;Lazslo;1;15;0:00:02;0:26:18;0:26:20
T;338;15:14:37;15:14:37;15:14:37;51,05541229;13,73528862;111,2;4,7;4000,90;5,3;Lazslo;0;;0:00:00;0:26:23;0:26:23
T;339;15:14:42;15:14:42;15:14:42;51,05544663;13,73535919;110,2;4,5;4007,10;6,2;Lazslo;0;;0:00:00;0:26:28;0:26:28
T;340;15:14:49;15:14:48;15:14:51;51,05545807;13,73541164;111,2;0;4011,00;3,9;Lazslo;1;16;0:00:03;0:26:34;0:26:37
T;341;15:15:01;15:15:01;15:15:01;51,05545425;13,73540878;110,7;0,1;4011,50;0,5;Lazslo;0;;0:00:00;0:26:47;0:26:47
T;342;15:15:13;15:15:13;15:15:13;51,05547333;13,73541355;111,2;0,6;4013,60;2,1;Lazslo;0;;0:00:00;0:26:59;0:26:59
T;343;15:15:24;15:15:24;15:15:24;51,05548859;13,73545551;109,2;1,1;4017,00;3,4;Lazslo;0;;0:00:00;0:27:10;0:27:10
T;344;15:15:29;15:15:29;15:15:29;51,05555344;13,73552799;108,8;6,3;4025,90;8,9;Lazslo;0;;0:00:00;0:27:15;0:27:15
T;345;15:15:34;15:15:34;15:15:34;51,05562973;13,73557472;110,2;6,5;4035,00;9,1;Lazslo;0;;0:00:00;0:27:20;0:27:20
T;346;15:15:42;15:15:41;15:15:43;51,05573273;13,73557282;110,7;0;4046,40;11,4;Lazslo;1;17;0:00:02;0:27:27;0:27:29
T;347;15:15:45;15:15:45;15:15:45;51,05575943;13,73555088;110,2;4;4049,80;3,4;Lazslo;0;;0:00:00;0:27:31;0:27:31
T;348;15:15:49;15:15:49;15:15:49;51,05582809;13,73546124;109,2;8,9;4059,70;9,9;Lazslo;0;;0:00:00;0:27:35;0:27:35
T;349;15:15:55;15:15:55;15:15:55;51,05599976;13,73526859;110,2;14;4083,10;23,4;Lazslo;0;;0:00:00;0:27:41;0:27:41
T;350;15:16:00;15:16:00;15:16:00;51,05608368;13,73506165;109,2;12,4;4100,30;17,2;Lazslo;0;;0:00:00;0:27:46;0:27:46
T;351;15:16:07;15:16:07;15:16:07;51,05612564;13,73472214;110,2;12,4;4124,60;24,3;Lazslo;0;;0:00:00;0:27:53;0:27:53
T;352;15:16:11;15:16:11;15:16:11;51,0561142;13,73455143;111,2;10,8;4136,60;12;Lazslo;0;;0:00:00;0:27:57;0:27:57
T;353;15:16:16;15:16:16;15:16:16;51,05609894;13,73431969;112,6;11,7;4152,90;16,3;Lazslo;0;;0:00:00;0:28:02;0:28:02
T;354;15:16:25;15:16:25;15:16:25;51,05607224;13,73394013;115,5;10,7;4179,70;26,8;Lazslo;0;;0:00:00;0:28:11;0:28:11
T;355;15:16:31;15:16:31;15:16:31;51,05601883;13,73372936;117,9;9,5;4195,60;15,9;Lazslo;0;;0:00:00;0:28:17;0:28:17
T;356;15:16:33;15:16:32;15:16:34;51,05601502;13,73365593;120,3;0;4200,80;5,2;Lazslo;1;18;0:00:02;0:28:18;0:28:20
T;357;15:16:39;15:16:39;15:16:39;51,05600357;13,73345566;119,3;8,4;4214,90;14,1;Lazslo;0;;0:00:00;0:28:25;0:28:25
T;358;15:16:42;15:16:42;15:16:42;51,05604935;13,73335171;119,3;10,6;4223,80;8,9;Lazslo;0;;0:00:00;0:28:28;0:28:28
T;359;15:16:48;15:16:48;15:16:48;51,05610657;13,73313713;117,9;9,8;4240,10;16,3;Lazslo;0;;0:00:00;0:28:34;0:28:34
T;360;15:16:52;15:16:52;15:16:52;51,0561142;13,73297882;116;10;4251,30;11,2;Lazslo;0;;0:00:00;0:28:38;0:28:38
T;361;15:16:58;15:16:58;15:16:58;51,05622101;13,73283672;113,1;9,3;4266,80;15,5;Lazslo;0;;0:00:00;0:28:44;0:28:44
T;362;15:17:03;15:17:03;15:17:03;51,05631638;13,73273468;108,8;9,2;4279,60;12,8;Lazslo;0;;0:00:00;0:28:49;0:28:49
T;363;15:17:07;15:17:07;15:17:07;51,05639648;13,73264122;106,8;9,9;4290,60;11;Lazslo;0;;0:00:00;0:28:53;0:28:53
T;364;15:17:13;15:17:13;15:17:13;51,05651856;13,73247814;105,4;10,6;4308,40;17,8;Lazslo;0;;0:00:00;0:28:59;0:28:59
T;365;15:17:19;15:17:19;15:17:19;51,05664825;13,7323637;104,9;9,9;4324,90;16,5;Lazslo;0;;0:00:00;0:29:05;0:29:05
T;366;15:17:25;15:17:25;15:17:25;51,05678177;13,73228359;104;9,5;4340,80;15,9;Lazslo;0;;0:00:00;0:29:11;0:29:11
T;367;15:17:27;15:17:27;15:17:27;51,05681992;13,73225784;103;8,3;4345,40;4,6;Lazslo;0;;0:00:00;0:29:13;0:29:13
T;368;15:17:32;15:17:32;15:17:32;51,05693054;13,73220635;103,5;9,2;4358,20;12,8;Lazslo;0;;0:00:00;0:29:18;0:29:18
T;369;15:17:36;15:17:36;15:17:36;51,05701447;13,73223972;104;8,7;4367,80;9,6;Lazslo;0;;0:00:00;0:29:22;0:29:22
T;370;15:17:40;15:17:40;15:17:40;51,05709457;13,73227024;108,8;8,2;4377,00;9,2;Lazslo;0;;0:00:00;0:29:26;0:29:26
T;371;15:17:46;15:17:46;15:17:46;51,05720139;13,73239136;107,8;8,8;4391,60;14,6;Lazslo;0;;0:00:00;0:29:32;0:29:32
T;372;15:17:51;15:17:51;15:17:51;51,05729294;13,73250294;107,8;9,2;4404,50;12,9;Lazslo;0;;0:00:00;0:29:37;0:29:37
T;373;15:17:54;15:17:54;15:17:54;51,05731964;13,73258114;108,3;7,5;4410,70;6,2;Lazslo;0;;0:00:00;0:29:40;0:29:40
T;374;15:17:59;15:17:59;15:17:59;51,05739212;13,73254204;109,7;6,1;4419,20;8,5;Lazslo;0;;0:00:00;0:29:45;0:29:45
T;375;15:18:05;15:18:05;15:18:05;51,05751038;13,73241615;113,6;9,5;4435,00;15,8;Lazslo;0;;0:00:00;0:29:51;0:29:51
T;376;15:18:07;15:18:07;15:18:07;51,05754852;13,73237515;113,6;9,2;4440,20;5,2;Lazslo;0;;0:00:00;0:29:53;0:29:53
T;377;15:18:12;15:18:11;15:18:13;51,05755234;13,73232937;113,6;0;4443,40;3,2;Lazslo;1;19;0:00:02;0:29:57;0:29:59
T;378;15:18:13;15:18:13;15:18:13;51,05755997;13,73232937;114,1;3,1;4444,30;0,9;Lazslo;0;;0:00:00;0:29:59;0:29:59
T;379;15:18:18;15:18:18;15:18:18;51,05763626;13,73234081;116,9;6,1;4452,80;8,5;Lazslo;0;;0:00:00;0:30:04;0:30:04
T;380;15:18:25;15:18:25;15:18:25;51,05783463;13,73240757;122,7;11,6;4475,30;22,5;Lazslo;0;;0:00:00;0:30:11;0:30:11
T;381;15:18:31;15:18:31;15:18:31;51,05801773;13,73248768;124,1;12,7;4496,50;21,2;Lazslo;0;;0:00:00;0:30:17;0:30:17
T;382;15:18:37;15:18:37;15:18:37;51,05817795;13,73253536;123,2;10,9;4514,60;18,1;Lazslo;0;;0:00:00;0:30:23;0:30:23
T;383;15:18:40;15:18:39;15:18:41;51,05820465;13,73254395;122,7;0;4517,60;3;Lazslo;1;20;0:00:02;0:30:25;0:30:27
T;384;15:18:45;15:18:45;15:18:45;51,05822754;13,73238373;121,7;8,3;4529,20;11,6;Lazslo;0;;0:00:00;0:30:31;0:30:31
T;385;15:18:50;15:18:50;15:18:50;51,0582428;13,73226166;121,3;6,3;4537,90;8,7;Lazslo;0;;0:00:00;0:30:36;0:30:36
T;386;15:18:57;15:18:57;15:18:57;51,05827713;13,73222542;119,8;2,4;4542,50;4,6;Lazslo;0;;0:00:00;0:30:43;0:30:43
T;387;15:19:02;15:19:02;15:19:02;51,05829239;13,73219204;122,2;2,1;4545,40;2,9;Lazslo;0;;0:00:00;0:30:48;0:30:48
T;388;15:19:07;15:19:07;15:19:07;51,0582962;13,73215199;121,7;2;4548,20;2,8;Lazslo;0;;0:00:00;0:30:53;0:30:53
T;389;15:19:08;15:19:08;15:19:13;51,05830383;13,73214245;120,8;0;4549,30;1,1;Lazslo;1;21;0:00:05;0:30:54;0:30:59
T;390;15:19:20;15:19:20;15:19:20;51,05847168;13,73180866;118,9;9,4;4579,50;30,2;Lazslo;0;;0:00:00;0:31:06;0:31:06
T;391;15:19:23;15:19:23;15:19:23;51,05849838;13,73170853;119,8;9,1;4587,20;7,7;Lazslo;0;;0:00:00;0:31:09;0:31:09
T;392;15:19:28;15:19:28;15:19:28;51,05856705;13,73160172;120,8;7,7;4597,90;10,7;Lazslo;0;;0:00:00;0:31:14;0:31:14
T;393;15:19:33;15:19:33;15:19:33;51,05870056;13,73149204;122,2;12;4614,60;16,7;Lazslo;0;;0:00:00;0:31:19;0:31:19
T;394;15:19:38;15:19:38;15:19:38;51,05883026;13,73140335;123,7;11,3;4630,30;15,7;Lazslo;0;;0:00:00;0:31:24;0:31:24
T;395;15:19:42;15:19:42;15:19:42;51,058918;13,73134804;126,6;9,4;4640,80;10,5;Lazslo;-1;22;0:00:00;0:31:28;0:31:28