type;id;time;arrival;departure;latitude;longitude;altitude;speed;distance;distance_interval;name;stop;stop id;stop time
T;1;14:47:08;14:47:08;14:47:08;51,057475;13,731043;92;0;0;0;MJ;-1;;0:00:00
T;2;14:47:30;14:47:30;14:47:30;51,057502;13,731059;92;0,5;3,2;3,21;MJ;0;;0:00:00
T;3;14:47:32;14:47:32;14:47:32;51,057553;13,73101;92;11,9;9,8;6,63;MJ;0;;0:00:00
T;4;14:47:34;14:47:34;14:47:34;51,057603;13,730928;92;14,4;17,8;8;MJ;0;;0:00:00
T;5;14:47:36;14:47:36;14:47:36;51,057623;13,73082;92;14,2;25,7;7,89;MJ;0;;0:00:00
T;6;14:47:38;14:47:38;14:47:38;51,057623;13,730734;92;10,8;31,8;6,03;MJ;0;;0:00:00
T;7;14:47:40;14:47:40;14:47:40;51,057654;13,730673;92;9,9;37,3;5,49;MJ;0;;0:00:00
T;8;14:47:42;14:47:42;14:47:42;51,057694;13,730634;92;9,4;42,5;5,22;MJ;0;;0:00:00
T;9;14:47:44;14:47:44;14:47:44;51,057733;13,730599;92;9;47,5;4,98;MJ;0;;0:00:00
T;10;14:47:46;14:47:46;14:47:46;51,057766;13,730541;92;9,8;52,9;5,48;MJ;0;;0:00:00
T;11;14:47:48;14:47:48;14:47:48;51,057819;13,730482;92;12,9;60,1;7,2;MJ;0;;0:00:00
T;12;14:47:50;14:47:50;14:47:50;51,057883;13,730422;92;14,9;68,4;8,27;MJ;0;;0:00:00
T;13;14:47:52;14:47:52;14:47:52;51,057919;13,730321;92;14,6;76,5;8,14;MJ;0;;0:00:00
T;14;14:47:54;14:47:54;14:47:54;51,057949;13,730216;92;14,5;84,6;8,08;MJ;0;;0:00:00
T;15;14:47:56;14:47:56;14:47:56;51,057962;13,730126;92;11,6;91,1;6,47;MJ;0;;0:00:00
T;16;14:47:58;14:47:58;14:47:58;51,057946;13,730043;92;10,9;97,2;6,09;MJ;0;;0:00:00
T;17;14:47:59;14:47:59;14:47:59;51,057912;13,729957;92;25,6;104,3;7,12;MJ;0;;0:00:00
T;18;14:48:02;14:48:02;14:48:02;51,057884;13,729886;92;7;110,2;5,87;MJ;0;;0:00:00
T;19;14:48:04;14:48:04;14:48:04;51,057872;13,729784;92;13,1;117,5;7,27;MJ;0;;0:00:00
T;20;14:48:06;14:48:06;14:48:06;51,057855;13,729647;92;17,6;127,2;9,79;MJ;0;;0:00:00
T;21;14:48:08;14:48:08;14:48:18;51,057844;13,729553;92;0;133,9;6,7;MJ;1;1;0:00:10
T;27;14:48:20;14:48:20;14:48:20;51,057808;13,729598;92;9,8;152,5;18,6;MJ;0;;0:00:00
T;28;14:48:22;14:48:22;14:48:22;51,057732;13,729611;92;15,3;161;8,5;MJ;0;;0:00:00
T;29;14:48:24;14:48:24;14:48:24;51,057654;13,729638;92;16;169,8;8,8;MJ;0;;0:00:00
T;30;14:48:26;14:48:26;14:48:26;51,057586;13,729669;92;14,2;177,7;7,9;MJ;0;;0:00:00
T;31;14:48:28;14:48:28;14:48:28;51,057528;13,729689;92;11,9;184,3;6,6;MJ;0;;0:00:00
T;32;14:48:30;14:48:30;14:48:30;51,057471;13,729706;92;11,6;190,8;6,5;MJ;0;;0:00:00
T;33;14:48:32;14:48:32;14:48:32;51,057417;13,729728;92;11,2;197;6,2;MJ;0;;0:00:00
T;34;14:48:34;14:48:34;14:48:34;51,057372;13,729696;92;9,9;202,5;5,5;MJ;0;;0:00:00
T;35;14:48:36;14:48:36;14:48:36;51,057347;13,72968;92;5,4;205,5;3;MJ;0;;0:00:00
T;36;14:48:40;14:48:40;14:48:40;51,057317;13,729674;92;3;208,8;3,3;MJ;0;;0:00:00
T;37;14:48:42;14:48:42;14:48:42;51,057274;13,729622;92;10,8;214,8;6;MJ;0;;0:00:00
T;38;14:48:44;14:48:44;14:48:44;51,057217;13,729555;92;14,2;222,7;7,9;MJ;0;;0:00:00
T;39;14:48:46;14:48:46;14:48:46;51,05714;13,729518;92;16,1;231,7;9;MJ;0;;0:00:00
T;40;14:48:48;14:48:48;14:48:48;51,057049;13,7295;92;18,4;241,9;10,2;MJ;0;;0:00:00
T;41;14:48:50;14:48:50;14:48:50;51,056967;13,729538;92;17,1;251,4;9,5;MJ;0;;0:00:00
T;42;14:48:51;14:48:51;14:48:51;51,056926;13,729569;92;18,2;256,4;5;MJ;0;;0:00:00
T;43;14:48:52;14:48:52;14:48:52;51,056887;13,729597;92;17,1;261,2;4,8;MJ;0;;0:00:00
T;44;14:48:54;14:48:54;14:48:54;51,056822;13,729651;92;14,7;269,4;8,2;MJ;0;;0:00:00
T;45;14:48:56;14:48:56;14:48:56;51,056762;13,729704;92;13,7;277;7,6;MJ;0;;0:00:00
T;46;14:48:58;14:48:58;14:48:58;51,056709;13,729754;92;12,3;283,9;6,9;MJ;0;;0:00:00
T;47;14:48:59;14:48:59;14:48:59;51,056637;13,729803;92;31,3;292,6;8,7;MJ;0;;0:00:00
T;48;14:49:02;14:49:02;14:49:02;51,056566;13,729857;92;10,5;301,3;8,7;MJ;0;;0:00:00
T;49;14:49:03;14:49:03;14:49:03;51,05651;13,729943;92;31,2;310;8,7;MJ;0;;0:00:00
T;50;14:49:06;14:49:06;14:49:06;51,056498;13,730057;92;9,7;318,1;8,1;MJ;0;;0:00:00
T;51;14:49:08;14:49:08;14:49:08;51,056475;13,730167;92;14,6;326,2;8,1;MJ;0;;0:00:00
T;52;14:49:10;14:49:10;14:49:10;51,05643;13,730254;92;14,2;334,1;7,9;MJ;0;;0:00:00
T;53;14:49:12;14:49:12;14:49:12;51,056367;13,730307;92;14,3;342,1;8;MJ;0;;0:00:00
T;54;14:49:14;14:49:14;14:49:14;51,056304;13,730286;92;12,9;349,2;7,1;MJ;0;;0:00:00
T;55;14:49:16;14:49:16;14:49:16;51,056261;13,730221;92;11,9;355,8;6,6;MJ;0;;0:00:00
T;56;14:49:18;14:49:18;14:49:18;51,056217;13,730145;92;13;363,1;7,3;MJ;0;;0:00:00
T;57;14:49:20;14:49:20;14:49:20;51,056181;13,730078;92;11,1;369,2;6,1;MJ;0;;0:00:00
T;58;14:49:22;14:49:22;14:49:22;51,056147;13,72999;92;13;376,5;7,3;MJ;0;;0:00:00
T;59;14:49:24;14:49:24;14:49:24;51,056156;13,729896;92;12;383,1;6,6;MJ;0;;0:00:00
T;60;14:49:26;14:49:26;14:49:26;51,056205;13,729815;92;14,1;391;7,9;MJ;0;;0:00:00
T;61;14:49:28;14:49:28;14:49:28;51,056254;13,72972;92;15,5;399,6;8,6;MJ;0;;0:00:00
T;62;14:49:30;14:49:30;14:49:30;51,056303;13,729635;92;14,5;407,7;8,1;MJ;0;;0:00:00
T;63;14:49:32;14:49:32;14:49:32;51,056348;13,729546;92;14,4;415,7;8;MJ;0;;0:00:00
T;64;14:49:34;14:49:34;14:49:34;51,056393;13,729469;92;13,2;423,1;7,4;MJ;0;;0:00:00
T;65;14:49:36;14:49:36;14:49:36;51,05643;13,729378;92;13,6;430,7;7,6;MJ;0;;0:00:00
T;66;14:49:38;14:49:38;14:49:38;51,056476;13,729302;92;13,3;438;7,3;MJ;0;;0:00:00
T;67;14:49:40;14:49:40;14:49:40;51,056528;13,72927;92;11,2;444,2;6,2;MJ;0;;0:00:00
T;68;14:49:42;14:49:41;14:49:43;51,056561;13,729282;92;6,8;448;3,8;MJ;1;2;0:00:02
T;69;14:49:44;14:49:44;14:49:44;51,056589;13,729257;92;6,4;451,6;3,6;MJ;0;;0:00:00
T;70;14:49:46;14:49:46;14:49:46;51,056608;13,72924;92;4,4;454;2,4;MJ;0;;0:00:00
T;71;14:49:48;14:49:48;14:49:48;51,056626;13,729208;92;5,4;457;3;MJ;0;;0:00:00
T;72;14:49:50;14:49:50;14:49:50;51,056631;13,729132;92;9,6;462,4;5,4;MJ;0;;0:00:00
T;73;14:49:52;14:49:52;14:49:52;51,056632;13,729028;92;13,1;469,7;7,3;MJ;0;;0:00:00
T;74;14:49:54;14:49:54;14:49:54;51,056603;13,728964;92;9,9;475,2;5,5;MJ;0;;0:00:00
T;75;14:49:56;14:49:56;14:49:56;51,056546;13,728918;92;12,8;482,3;7,1;MJ;0;;0:00:00
T;76;14:49:58;14:49:58;14:49:58;51,056502;13,728817;92;15,5;490,9;8,6;MJ;0;;0:00:00
T;77;14:50:00;14:50:00;14:50:00;51,056483;13,728698;92;15,4;499,5;8,6;MJ;0;;0:00:00
T;78;14:50:02;14:50:02;14:50:02;51,056439;13,728551;92;20,5;510,9;11,4;MJ;0;;0:00:00
T;79;14:50:04;14:50:04;14:50:04;51,056438;13,728427;92;15,6;519,6;8,7;MJ;0;;0:00:00
T;80;14:50:06;14:50:06;14:50:06;51,056466;13,728342;92;12,1;526,4;6,8;MJ;0;;0:00:00
T;81;14:50:08;14:50:08;14:50:08;51,056535;13,728287;92;15,4;534,9;8,5;MJ;0;;0:00:00
T;82;14:50:10;14:50:10;14:50:10;51,056626;13,72821;92;20,6;546,4;11,5;MJ;0;;0:00:00
T;83;14:50:12;14:50:12;14:50:12;51,056694;13,728121;92;17,6;556,2;9,8;MJ;0;;0:00:00
T;84;14:50:13;14:50:13;14:50:13;51,056732;13,728005;92;32,9;565,4;9,2;MJ;0;;0:00:00
T;85;14:50:16;14:50:16;14:50:16;51,056784;13,727885;92;12,2;575,6;10,2;MJ;0;;0:00:00
T;86;14:50:17;14:50:17;14:50:17;51,056805;13,727813;92;20;581,2;5,6;MJ;0;;0:00:00
T;87;14:50:20;14:50:20;14:50:20;51,056807;13,727749;92;5,4;585,7;4,5;MJ;0;;0:00:00
T;88;14:50:22;14:50:22;14:50:22;51,056817;13,727644;92;13,4;593,1;7,4;MJ;0;;0:00:00
T;89;14:50:24;14:50:24;14:50:24;51,056848;13,727519;92;16,9;602,5;9,4;MJ;0;;0:00:00
T;90;14:50:26;14:50:26;14:50:26;51,056858;13,72742;92;12,6;609,5;7;MJ;0;;0:00:00
T;91;14:50:28;14:50:28;14:50:28;51,056858;13,727321;92;12,5;616,5;7;MJ;0;;0:00:00
T;92;14:50:30;14:50:30;14:50:30;51,056856;13,727225;92;12,1;623,2;6,7;MJ;0;;0:00:00
T;93;14:50:32;14:50:32;14:50:32;51,056866;13,727122;92;13,1;630,5;7,3;MJ;0;;0:00:00
T;94;14:50:34;14:50:34;14:50:34;51,056879;13,727009;92;14,5;638,6;8,1;MJ;0;;0:00:00
T;95;14:50:36;14:50:36;14:50:36;51,056891;13,726909;92;12,8;645,7;7,1;MJ;0;;0:00:00
T;96;14:50:38;14:50:38;14:50:38;51,056901;13,726839;92;9;650,8;5,1;MJ;0;;0:00:00
T;97;14:50:42;14:50:42;14:50:42;51,056878;13,72685;92;2,4;653,4;2,6;MJ;0;;0:00:00
T;98;14:50:46;14:50:46;14:50:46;51,05692;13,726981;92;9,3;663,7;10,3;MJ;0;;0:00:00
T;99;14:50:48;14:50:48;14:50:48;51,056992;13,727067;92;18;673,8;10,1;MJ;0;;0:00:00
T;100;14:50:50;14:50:50;14:50:50;51,057099;13,727118;92;22,4;686,2;12,4;MJ;0;;0:00:00
T;101;14:50:51;14:50:51;14:50:51;51,057154;13,727135;92;22,4;692,4;6,2;MJ;0;;0:00:00
T;102;14:50:53;14:50:53;14:50:53;51,057214;13,727166;92;12,6;699,4;7;MJ;0;;0:00:00
T;103;14:50:55;14:50:55;14:50:55;51,057228;13,727193;92;4,4;701,9;2,5;MJ;0;;0:00:00
T;104;14:50:57;14:50:57;14:50:57;51,057235;13,72721;92;2,6;703,3;1,4;MJ;0;;0:00:00
T;105;14:50:59;14:50:59;14:50:59;51,057259;13,72721;92;4,8;706;2,7;MJ;0;;0:00:00
T;106;14:51:01;14:51:01;14:51:01;51,057278;13,727198;92;4,1;708,3;2,3;MJ;0;;0:00:00
T;107;14:51:03;14:51:03;14:52:04;51,057305;13,727192;92;5,5;711,3;3;MJ;1;3;0:01:01
T;133;14:52:06;14:52:06;14:52:06;51,057275;13,727195;92;3;776;64,7;MJ;0;;0:00:00
T;134;14:52:08;14:52:08;14:52:08;51,057268;13,727215;92;2,9;777,6;1,6;MJ;0;;0:00:00
T;135;14:52:12;14:52:12;14:52:12;51,057273;13,727227;92;0,9;778,6;1;MJ;0;;0:00:00
T;136;14:52:14;14:52:14;14:52:14;51,057262;13,727233;92;2,3;779,9;1,3;MJ;0;;0:00:00
T;137;14:52:16;14:52:16;14:52:16;51,057238;13,727222;92;5;782,6;2,7;MJ;0;;0:00:00
T;138;14:52:18;14:52:18;14:52:18;51,057222;13,727208;92;3,7;784,7;2,1;MJ;0;;0:00:00
T;139;14:52:20;14:52:20;14:52:20;51,057214;13,727148;92;7,7;789;4,3;MJ;0;;0:00:00
T;140;14:52:22;14:52:22;14:52:22;51,057253;13,727081;92;11,5;795,4;6,4;MJ;0;;0:00:00
T;141;14:52:24;14:52:24;14:52:24;51,057292;13,727046;92;9;800,4;5;MJ;0;;0:00:00
T;142;14:52:26;14:52:26;14:52:26;51,057309;13,726999;92;6,8;804,2;3,8;MJ;0;;0:00:00
T;143;14:52:28;14:52:28;14:52:28;51,057251;13,726915;92;15,7;812,9;8,7;MJ;0;;0:00:00
T;144;14:52:30;14:52:30;14:52:30;51,057167;13,726763;92;25,5;827,1;14,2;MJ;0;;0:00:00
T;145;14:52:32;14:52:32;14:52:32;51,05711;13,726633;92;19,9;838,2;11,1;MJ;0;;0:00:00
T;146;14:52:33;14:52:33;14:52:33;51,057087;13,726593;92;13,6;842;3,8;MJ;0;;0:00:00
T;147;14:52:35;14:52:35;14:52:35;51,057021;13,726544;92;14,6;850,1;8,1;MJ;0;;0:00:00
T;148;14:52:37;14:52:37;14:52:37;51,05698;13,726523;92;8,6;854,9;4,8;MJ;0;;0:00:00
T;149;14:52:39;14:52:39;14:52:39;51,056945;13,726498;92;7,7;859,1;4,2;MJ;0;;0:00:00
T;150;14:52:41;14:52:41;14:52:41;51,056923;13,726483;92;4,8;861,8;2,7;MJ;0;;0:00:00
T;151;14:52:43;14:52:43;14:52:43;51,056859;13,726474;92;12,9;868,9;7,1;MJ;0;;0:00:00
T;152;14:52:45;14:52:45;14:52:45;51,056838;13,72646;92;4,6;871,5;2,6;MJ;0;;0:00:00
T;153;14:52:47;14:52:47;14:52:47;51,056837;13,726431;92;3,6;873,5;2;MJ;0;;0:00:00
T;154;14:52:51;14:52:51;14:52:51;51,056836;13,726401;92;1,9;875,6;2,1;MJ;0;;0:00:00
T;155;14:52:53;14:52:53;14:52:53;51,056843;13,72639;92;2;876,7;1,1;MJ;0;;0:00:00
T;156;14:52:55;14:52:55;14:52:55;51,056853;13,726388;92;2;877,8;1,1;MJ;0;;0:00:00
T;157;14:52:57;14:52:57;14:53:25;51,056836;13,726407;92;4,2;880,1;2,3;MJ;1;4;0:00:28
T;169;14:53:31;14:53:31;14:53:31;51,056727;13,726366;92;2,5;919,1;39;MJ;0;;0:00:00
T;170;14:53:33;14:53:33;14:53:33;51,056742;13,726307;92;8;923,6;4,5;MJ;0;;0:00:00
T;171;14:53:35;14:53:35;14:53:35;51,056722;13,726291;92;4,5;926,1;2,5;MJ;0;;0:00:00
T;172;14:53:37;14:53:37;14:53:37;51,056688;13,726238;92;9,5;931,4;5,3;MJ;0;;0:00:00
T;173;14:53:39;14:53:39;14:53:39;51,056653;13,726231;92;7,1;935,3;3,9;MJ;0;;0:00:00
T;174;14:53:41;14:53:41;14:53:41;51,056593;13,726256;92;12,4;942,2;6,9;MJ;0;;0:00:00
T;175;14:53:43;14:53:43;14:53:43;51,056529;13,726271;92;12,9;949,4;7,2;MJ;0;;0:00:00
T;176;14:53:44;14:53:44;14:53:44;51,05647;13,726296;92;24,4;956,2;6,8;MJ;0;;0:00:00
T;177;14:53:47;14:53:47;14:53:47;51,056422;13,7263;92;6,4;961,5;5,3;MJ;0;;0:00:00
T;178;14:53:49;14:53:49;14:53:49;51,0564;13,726279;92;5,1;964,4;2,9;MJ;0;;0:00:00
T;179;14:53:50;14:53:50;14:53:50;51,056354;13,726282;92;18,4;969,5;5,1;MJ;0;;0:00:00
T;180;14:53:53;14:53:53;14:53:53;51,056256;13,726249;92;13,4;980,7;11,2;MJ;0;;0:00:00
T;181;14:53:55;14:53:55;14:53:55;51,056151;13,726198;92;22;992,9;12,2;MJ;0;;0:00:00
T;182;14:53:57;14:53:57;14:53:57;51,056076;13,726139;92;16,7;1002,2;9,3;MJ;0;;0:00:00
T;183;14:53:59;14:53:59;14:53:59;51,056008;13,72603;92;19,3;1012,9;10,7;MJ;0;;0:00:00
T;184;14:54:00;14:54:00;14:54:00;51,05593;13,725963;92;35,5;1022,8;9,9;MJ;0;;0:00:00
T;185;14:54:03;14:54:03;14:54:03;51,055844;13,725936;92;11,7;1032,6;9,8;MJ;0;;0:00:00
T;186;14:54:05;14:54:05;14:54:05;51,055796;13,725829;92;16,5;1041,8;9,2;MJ;0;;0:00:00
T;187;14:54:07;14:54:07;14:54:07;51,05576;13,725688;92;19,1;1052,4;10,6;MJ;0;;0:00:00
T;188;14:54:09;14:54:09;14:54:09;51,055727;13,725568;92;16,5;1061,6;9,2;MJ;0;;0:00:00
T;189;14:54:11;14:54:11;14:54:11;51,055676;13,725467;92;16,3;1070,7;9,1;MJ;0;;0:00:00
T;190;14:54:12;14:54:12;14:54:12;51,055619;13,725372;92;33;1079,9;9,2;MJ;0;;0:00:00
T;191;14:54:15;14:54:15;14:54:15;51,05556;13,725281;92;11;1089;9,1;MJ;0;;0:00:00
T;192;14:54:17;14:54:17;14:54:17;51,055512;13,725204;92;13,6;1096,6;7,6;MJ;0;;0:00:00
T;193;14:54:19;14:54:19;14:54:19;51,055446;13,725112;92;17,6;1106,4;9,8;MJ;0;;0:00:00
T;194;14:54:20;14:54:20;14:54:20;51,055397;13,725015;92;31,3;1115,1;8,7;MJ;0;;0:00:00
T;195;14:54:23;14:54:23;14:54:23;51,055407;13,724906;92;9,2;1122,8;7,7;MJ;0;;0:00:00
T;196;14:54:24;14:54:24;14:54:24;51,055449;13,724854;92;21,3;1128,8;6;MJ;0;;0:00:00
T;197;14:54:26;14:54:26;14:54:26;51,055512;13,724786;92;15,2;1137,2;8,4;MJ;0;;0:00:00
T;198;14:54:28;14:54:27;14:54:29;51,055545;13,724691;92;13,7;1144,9;7,7;MJ;1;5;0:00:02
T;199;14:54:30;14:54:30;14:54:30;51,055529;13,724686;92;3,3;1146,7;1,8;MJ;0;;0:00:00
T;200;14:54:32;14:54:32;14:54:32;51,055492;13,724692;92;7,4;1150,8;4,1;MJ;0;;0:00:00
T;201;14:54:34;14:54:34;14:54:34;51,055468;13,724724;92;6,3;1154,3;3,5;MJ;0;;0:00:00
T;202;14:54:36;14:54:36;14:54:36;51,055424;13,724698;92;9,4;1159,5;5,2;MJ;0;;0:00:00
T;203;14:54:38;14:54:38;14:54:38;51,055354;13,724676;92;14,3;1167,5;8;MJ;0;;0:00:00
T;204;14:54:40;14:54:40;14:54:40;51,055275;13,724631;92;16,8;1176,8;9,3;MJ;0;;0:00:00
T;205;14:54:42;14:54:42;14:54:42;51,055223;13,724602;92;11;1182,9;6,1;MJ;0;;0:00:00
T;206;14:54:44;14:54:44;14:54:44;51,055174;13,724582;92;10,1;1188,6;5,7;MJ;0;;0:00:00
T;207;14:54:46;14:54:46;14:54:46;51,055133;13,724527;92;10,7;1194,5;5,9;MJ;0;;0:00:00
T;208;14:54:48;14:54:48;14:54:48;51,05508;13,724431;92;16,1;1203,5;9;MJ;0;;0:00:00
T;209;14:54:50;14:54:50;14:54:50;51,055022;13,724338;92;16,5;1212,6;9,1;MJ;0;;0:00:00
T;210;14:54:52;14:54:52;14:54:52;51,054969;13,724265;92;14;1220,5;7,9;MJ;0;;0:00:00
T;211;14:54:54;14:54:54;14:54:54;51,05491;13,724218;92;13,2;1227,8;7,3;MJ;0;;0:00:00
T;212;14:54:56;14:54:56;14:54:56;51,054845;13,72421;92;13;1235,1;7,3;MJ;0;;0:00:00
T;213;14:54:58;14:54:58;14:54:58;51,054797;13,724187;92;10;1240,6;5,5;MJ;0;;0:00:00
T;214;14:55:00;14:55:00;14:55:00;51,054749;13,724169;92;9,9;1246,1;5,5;MJ;0;;0:00:00
T;215;14:55:02;14:55:02;14:55:02;51,054681;13,724168;92;13,6;1253,7;7,6;MJ;0;;0:00:00
T;216;14:55:04;14:55:04;14:55:04;51,054629;13,724157;92;10,5;1259,5;5,8;MJ;0;;0:00:00
T;217;14:55:06;14:55:06;14:55:06;51,054584;13,724179;92;9,4;1264,8;5,3;MJ;0;;0:00:00
T;218;14:55:08;14:55:08;14:55:08;51,054538;13,724211;92;10,1;1270,3;5,5;MJ;0;;0:00:00
T;219;14:55:10;14:55:10;14:55:10;51,05451;13,724227;92;6;1273,7;3,4;MJ;0;;0:00:00
T;220;14:55:12;14:55:12;14:55:12;51,054471;13,724201;92;8,5;1278,4;4,7;MJ;0;;0:00:00
T;221;14:55:14;14:55:14;14:55:14;51,05444;13,724166;92;7,6;1282,6;4,2;MJ;0;;0:00:00
T;222;14:55:16;14:55:16;14:55:16;51,054426;13,724115;92;7;1286,5;3,9;MJ;0;;0:00:00
T;223;14:55:17;14:55:17;14:55:17;51,054411;13,724094;92;8;1288,7;2,2;MJ;0;;0:00:00
T;224;14:55:20;14:55:20;14:55:20;51,054402;13,724021;92;6,2;1293,9;5,2;MJ;0;;0:00:00
T;225;14:55:22;14:55:22;14:55:22;51,054386;13,723953;92;9,1;1299;5,1;MJ;0;;0:00:00
T;226;14:55:24;14:55:24;14:55:24;51,054368;13,723912;92;6,3;1302,5;3,5;MJ;0;;0:00:00
T;227;14:55:26;14:55:26;14:55:26;51,054338;13,723886;92;6,8;1306,3;3,8;MJ;0;;0:00:00
T;228;14:55:28;14:55:28;14:55:28;51,054313;13,723903;92;5,4;1309,4;3,1;MJ;0;;0:00:00
T;229;14:55:30;14:55:30;14:55:30;51,054289;13,723895;92;4,9;1312,1;2,7;MJ;0;;0:00:00
T;230;14:55:32;14:55:32;14:55:32;51,054286;13,72387;92;3,2;1313,9;1,8;MJ;0;;0:00:00
T;231;14:55:34;14:55:34;14:55:34;51,054279;13,723841;92;3,9;1316;2,1;MJ;0;;0:00:00
T;232;14:55:38;14:55:38;14:55:38;51,054249;13,723843;92;3;1319,4;3,4;MJ;0;;0:00:00
T;233;14:55:40;14:55:40;14:55:40;51,054224;13,723833;92;5,2;1322,3;2,9;MJ;0;;0:00:00
T;234;14:55:42;14:55:42;14:55:42;51,054206;13,723817;92;4,1;1324,5;2,2;MJ;0;;0:00:00
T;235;14:55:44;14:55:43;14:55:45;51,05419;13,723812;92;3,3;1326,4;1,9;MJ;1;7;0:00:02
T;236;14:55:46;14:55:46;14:55:46;51,054206;13,723819;92;3,3;1328,2;1,8;MJ;0;;0:00:00
T;237;14:55:48;14:55:48;14:55:48;51,054219;13,723838;92;3,5;1330,2;2;MJ;0;;0:00:00
T;238;14:55:50;14:55:50;14:55:50;51,054258;13,723858;92;8,2;1334,7;4,5;MJ;0;;0:00:00
T;239;14:55:52;14:55:52;14:55:52;51,054302;13,723857;92;8,8;1339,6;4,9;MJ;0;;0:00:00
T;240;14:55:54;14:55:54;14:55:54;51,054361;13,723898;92;12,9;1346,8;7,2;MJ;0;;0:00:00
T;241;14:55:56;14:55:56;14:55:56;51,054401;13,723934;92;9,2;1351,9;5,1;MJ;0;;0:00:00
T;242;14:55:58;14:55:58;14:55:58;51,054424;13,723983;92;7,7;1356,2;4,3;MJ;0;;0:00:00
T;243;14:56:00;14:56:00;14:56:00;51,05447;13,724004;92;9,6;1361,5;5,3;MJ;0;;0:00:00
T;244;14:56:02;14:56:02;14:56:02;51,054525;13,724;92;11;1367,6;6,1;MJ;0;;0:00:00
T;245;14:56:04;14:56:04;14:56:04;51,054561;13,723999;92;7,2;1371,7;4,1;MJ;0;;0:00:00
